customer_id,signup_date,plan_type,monthly_spend,last_login_date,num_logins_30d,support_tickets_30d,cancelled_flag,preferred_language,internal_import_batch
cust_0067,2022-06-28,Professional,89.74,2026-07-28,18,3,false,es,import_06
cust_0068,2023-12-31,Enterprise,276.31,2026-07-28,24,3,false,en,import_02
cust_0069,2024-02-03,Basic,18.24,2026-06-03,7,3,true,fr,import_05
cust_0070,2023-11-01,Standard,53.02,2026-07-20,17,2,false,en,import_03
cust_0071,2023-11-07,Enterprise,271.03,2026-05-19,10,2,false,pt,import_06
cust_0072,2023-07-17,Basic,19.68,2026-07-09,23,3,false,nl,import_07
cust_0073,2025-08-26,Standard,48.73,2026-06-11,13,4,false,nl,import_05
cust_0074,2022-06-28,Standard,51.77,2026-06-11,8,5,true,nl,import_04
cust_0075,2026-06-19,Standard,53.90,2026-07-26,24,0,false,de,import_01
cust_0076,2025-10-31,Standard,44.85,2026-05-02,0,3,true,pt,import_05
cust_0077,2024-12-30,Professional,101.54,2026-07-16,24,1,false,pt,import_06
cust_0078,2024-04-25,Enterprise,276.54,2026-07-25,19,2,false,es,import_06
cust_0079,2026-03-07,Professional,95.77,2026-05-08,0,4,true,de,import_05
cust_0080,2023-06-08,Enterprise,274.88,2026-07-24,16,1,false,es,import_06
cust_0081,2025-09-29,Standard,54.90,2026-05-30,11,3,false,fr,import_01
cust_0082,2025-07-01,Enterprise,222.84,2026-08-05,22,3,false,de,import_03
cust_0083,2023-10-25,Basic,17.59,2026-06-21,19,3,false,de,import_02
cust_0084,2025-11-16,Basic,20.89,2026-05-21,1,4,true,de,import_08
cust_0085,2023-09-11,Basic,19.75,2026-06-06,9,3,false,pt,import_08
cust_0086,2024-11-26,Standard,51.65,2026-08-02,27,1,false,es,import_01
cust_0087,2026-05-03,Professional,95.31,2026-05-06,1,1,true,de,import_07
cust_0088,2023-07-27,Professional,107.68,2026-07-18,21,1,false,nl,import_07
cust_0089,2023-02-05,Standard,45.54,2026-07-31,25,2,false,nl,import_03
cust_0090,2025-05-15,Professional,103.18,2026-05-20,8,2,true,es,import_02
cust_0091,2026-06-11,Standard,52.58,2026-08-04,22,2,false,de,import_01
cust_0092,2024-10-10,Standard,49.95,2026-07-19,24,1,false,de,import_02
cust_0093,2023-11-08,Professional,109.82,2026-07-30,27,,false,nl,import_04
cust_0094,2023-08-17,Standard,50.75,2026-05-25,6,3,true,en,import_07
cust_0095,2023-02-02,Enterprise,231.36,2026-08-05,27,1,false,de,import_02
cust_0096,2023-01-03,Professional,111.05,2026-07-30,22,2,false,en,import_04
cust_0097,2023-08-13,Enterprise,245.15,2026-08-05,29,3,false,nl,import_05
cust_0098,2025-09-04,Basic,17.81,2026-05-24,10,2,true,es,import_01
cust_0099,2024-10-14,Standard,52.23,2026-07-05,22,1,false,de,import_06
cust_0100,2024-05-01,Professional,109.11,2026-08-05,18,1,false,nl,import_01
cust_0101,2024-02-02,Basic,20.93,2026-05-22,5,2,true,de,import_01
cust_0102,2022-07-29,Basic,17.45,2026-06-10,8,1,false,de,import_01
cust_0103,2024-09-23,Enterprise,273.61,2026-05-30,5,6,true,nl,import_01
cust_0104,2022-10-26,Enterprise,224.27,2026-07-07,21,0,false,en,import_08
cust_0105,2026-05-04,Standard,47.76,2026-07-27,25,0,false,en,import_07
cust_0106,2023-06-09,Standard,47.92,2026-07-12,13,2,false,de,import_05
cust_0107,2026-06-04,Basic,16.96,2026-07-27,18,0,false,en,import_07
cust_0108,2026-01-27,Standard,55.02,2026-05-21,12,2,true,es,import_07
cust_0109,2023-02-11,Standard,43.92,2026-07-09,14,2,false,nl,import_04
cust_0110,2022-10-05,Professional,98.52,2026-08-05,24,0,false,nl,import_05
cust_0111,2025-07-31,Professional,103.09,2026-07-29,26,2,false,nl,import_07
cust_0112,2025-05-24,Professional,111.10,2026-06-30,14,2,false,pt,import_01
cust_0113,2025-11-21,Enterprise,231.83,2026-07-14,17,1,false,es,import_02
cust_0114,2022-08-30,Standard,43.94,2026-05-30,6,4,true,de,import_06
cust_0115,2024-06-05,Professional,89.29,2026-08-01,22,3,true,pt,import_05
cust_0116,2025-06-28,Basic,20.88,2026-07-28,23,2,false,fr,import_05
cust_0117,2025-09-15,Professional,88.08,2026-08-01,17,2,false,de,import_08
cust_0118,2026-02-15,Basic,-49.00,2026-05-07,3,4,false,en,import_05
cust_0119,2023-11-12,Basic,21.00,2026-05-23,3,5,true,fr,import_03
cust_0120,2022-07-10,Basic,18.30,2026-07-17,14,1,false,es,import_02
cust_0121,2025-08-13,Enterprise,226.14,2026-06-21,9,3,false,en,import_07
cust_0122,2026-05-19,Standard,54.09,2026-06-20,12,2,false,nl,import_03
cust_0123,2024-05-31,Professional,99.07,2026-05-14,2,2,false,fr,import_04
cust_0124,2022-07-11,Enterprise,268.60,2026-07-01,20,2,false,de,import_02
cust_0125,2025-10-30,Professional,105.53,2026-08-02,21,2,false,es,import_07
cust_0126,2025-09-22,Enterprise,263.04,2026-08-03,18,2,false,es,import_01
cust_0127,2023-12-03,Standard,46.49,2026-05-15,0,2,true,nl,import_07
cust_0128,2025-07-17,Basic,21.37,2026-06-03,13,2,false,nl,import_03
cust_0129,2025-07-17,Basic,20.20,2026-07-29,17,0,false,fr,import_01
cust_0130,2024-07-18,Standard,45.46,2026-07-29,19,3,false,pt,import_04
cust_0131,2024-03-23,Basic,20.05,2026-05-28,11,2,false,en,import_07
cust_0132,2022-07-18,Basic,19.49,2026-07-24,19,2,false,en,import_04
cust_0133,2025-10-26,Professional,106.01,2026-07-22,16,1,true,pt,import_03
cust_0134,2024-08-13,Basic,18.35,2026-07-05,19,2,false,en,import_05
cust_0135,2024-07-08,Standard,49.97,2026-07-08,20,3,false,nl,import_02
cust_0136,2022-12-14,Enterprise,269.64,2026-07-29,27,2,true,nl,import_08
cust_0137,2022-10-25,Basic,19.57,2026-05-13,0,6,true,pt,import_06
cust_0138,2024-09-20,Enterprise,249.74,2026-06-18,12,3,false,de,import_07
cust_0139,2023-07-19,Standard,51.01,2026-06-08,10,2,false,de,import_01
cust_0140,2027-02-14,Enterprise,257.80,2026-07-17,17,3,false,en,import_05
cust_0141,2025-02-24,Standard,53.71,2026-07-15,24,3,false,fr,import_06
cust_0142,2024-12-15,Basic,17.27,2026-06-24,11,4,true,nl,import_06
cust_0143,2022-10-23,Professional,108.87,2026-06-11,9,4,true,de,import_03
cust_0144,2023-02-07,Standard,43.03,2026-07-17,15,0,false,nl,import_01
cust_0145,2024-07-13,Standard,45.72,2026-05-12,9,3,true,es,import_07
cust_0146,2023-10-07,Basic,20.97,2026-05-25,3,3,true,de,import_07
cust_0147,2024-03-01,Basic,20.15,2026-08-05,26,1,true,fr,import_03
cust_0148,2024-05-12,Enterprise,249.49,2026-05-06,6,5,true,es,import_08
cust_0149,2025-11-07,Enterprise,268.09,2026-05-16,1,1,false,pt,import_06
cust_0150,2023-12-23,Basic,19.97,2026-05-19,8,4,false,es,import_04
cust_0151,2023-05-29,Standard,54.20,2026-07-09,17,2,false,de,import_04
cust_0152,2024-12-11,Professional,102.69,2026-08-03,18,1,false,nl,import_04
cust_0153,2023-03-24,Basic,17.39,2026-07-27,26,1,false,es,import_05
cust_0154,2026-04-26,Standard,51.74,2026-06-15,13,3,false,fr,import_03
cust_0155,2025-12-21,Standard,45.48,2026-07-11,15,3,false,pt,import_03
cust_0156,2024-04-07,Enterprise,253.52,2026-07-27,18,3,false,en,import_06
cust_0157,2024-02-24,Enterprise,262.83,2026-05-21,7,4,true,fr,import_01
cust_0158,2025-10-26,Enterprise,252.99,2026-05-04,3,3,true,pt,import_07
cust_0159,2025-06-03,Standard,43.36,2026-07-30,22,1,false,en,import_06
cust_0160,2024-08-14,Enterprise,274.72,2026-07-26,16,1,false,fr,import_06
cust_0161,2022-08-08,Basic,21.05,2026-08-01,25,0,false,en,import_06
cust_0162,2024-08-22,Professional,100.20,2026-05-20,4,1,false,en,import_02
cust_0163,2023-08-12,Professional,87.85,2026-05-03,7,4,true,fr,import_07
cust_0164,2024-07-25,Enterprise,251.31,2026-07-24,22,2,false,es,import_05
cust_0165,2025-10-30,Standard,42.98,2026-08-02,21,1,false,en,import_07
cust_0166,2026-07-10,Basic,18.90,2026-06-20,16,2,false,pt,import_05
cust_0167,2024-05-15,Professional,88.20,2026-05-27,7,4,true,nl,import_02
cust_0168,2025-06-22,Enterprise,238.18,2026-07-29,19,3,true,es,import_03
cust_0169,2025-03-12,Basic,19.18,2026-08-04,22,1,false,es,import_05
cust_0170,2023-06-23,Basic,16.98,2026-07-23,24,0,false,nl,import_05
cust_0171,2024-10-10,Basic,17.28,2026-07-18,16,3,false,fr,import_05
cust_0172,2025-11-13,Basic,20.43,2026-07-20,20,2,true,en,import_05
cust_0173,2025-05-13,Basic,20.26,2026-06-28,18,3,false,pt,import_06
cust_0174,2025-09-03,Basic,20.57,2026-07-26,17,1,false,nl,import_07
cust_0175,2025-07-16,Professional,94.26,2026-05-30,3,1,false,fr,import_02
cust_0176,2025-07-20,Enterprise,235.64,2026-07-22,18,0,false,es,import_08
cust_0177,2025-06-14,Basic,19.78,2026-07-31,17,2,false,nl,import_01
cust_0178,2025-03-27,Standard,42.98,2026-07-28,23,2,true,en,import_01
cust_0179,2024-11-28,Enterprise,231.85,2026-08-05,29,1,false,en,import_03
cust_0180,2026-05-31,Basic,20.69,2026-06-26,11,2,false,es,import_05
cust_0181,2023-09-10,Professional,106.26,2026-07-15,24,3,false,es,import_05
cust_0182,2023-05-29,Standard,46.14,2026-08-04,23,0,true,en,import_05
cust_0183,2023-02-03,Basic,18.29,2026-06-24,17,4,false,nl,import_03
cust_0184,2023-02-26,Standard,43.48,2026-07-26,23,1,false,nl,import_02
cust_0185,2024-02-01,Professional,93.44,2026-07-31,27,2,false,pt,import_03
cust_0186,2023-12-30,Standard,52.99,2026-08-03,21,2,false,nl,import_07
cust_0187,2026-03-05,Basic,18.91,2026-06-06,8,1,false,de,import_07
cust_0188,2024-07-24,Standard,48.10,2026-06-12,12,3,false,en,import_04
cust_0189,2024-11-29,Standard,53.37,2026-05-30,2,2,false,es,import_04
cust_0190,2026-02-18,Standard,44.03,2026-07-12,19,0,false,pt,import_07
cust_0191,2026-04-03,Professional,93.67,2026-07-19,18,2,false,de,import_02
cust_0192,2025-10-25,Basic,17.87,2026-06-30,18,1,false,pt,import_02
cust_0193,2023-01-26,Standard,50.26,2026-07-24,21,1,false,es,import_03
cust_0194,2026-05-30,Standard,51.20,2026-07-28,22,1,false,nl,import_01
cust_0195,2025-09-14,Basic,16.77,2026-07-19,16,3,true,es,import_05
cust_0196,2023-06-14,Professional,88.84,2026-05-09,3,4,true,pt,import_01
cust_0197,2023-03-10,Professional,108.36,2026-07-26,24,2,false,fr,import_01
cust_0198,2026-06-13,Enterprise,225.33,2026-07-24,24,1,false,en,import_08
cust_0199,2023-08-04,Enterprise,275.39,2026-07-30,17,3,false,nl,import_07
cust_0200,2026-03-05,Basic,18.27,2026-07-27,21,3,false,en,import_07
cust_0201,2022-07-09,Standard,50.35,2026-05-23,8,3,false,pt,import_03
cust_0202,2025-01-25,Standard,50.74,2026-12-01,18,3,false,nl,import_07
cust_0203,2026-06-07,Professional,90.96,2026-07-14,25,2,false,pt,import_05
cust_0204,2025-03-23,Basic,20.92,2026-07-24,26,1,false,fr,import_03
cust_0205,2023-03-08,Standard,54.68,2026-06-05,5,4,true,nl,import_05
cust_0206,2025-10-12,Professional,99.56,2026-05-19,9,2,true,pt,import_03
cust_0207,2022-12-18,Professional,87.74,2026-08-04,27,3,false,nl,import_07
cust_0208,2024-09-04,Standard,46.07,2026-07-29,23,0,false,es,import_08
cust_0209,2024-08-30,Professional,93.93,2026-05-21,11,3,true,pt,import_06
cust_0210,2022-09-17,Professional,91.68,2026-08-04,25,3,false,nl,import_04
cust_0211,2023-12-13,Basic,20.73,2026-07-21,22,1,false,fr,import_07
cust_0212,2025-01-23,Standard,54.49,2026-06-23,15,3,false,es,import_05
cust_0213,2023-09-08,Enterprise,275.85,2026-07-02,13,2,false,en,import_01
cust_0214,2025-11-27,Basic,19.79,2026-06-10,15,2,true,en,import_02
cust_0215,2022-12-29,Standard,43.11,2026-06-22,18,3,false,fr,import_05
cust_0216,2024-11-02,Standard,48.66,2026-07-31,27,2,false,es,import_01
cust_0217,2025-09-26,Enterprise,225.17,2026-07-30,28,3,false,en,import_07
cust_0218,2024-07-13,Enterprise,254.92,2026-07-25,21,0,false,nl,import_06
cust_0219,2025-01-16,Enterprise,270.51,2026-06-29,20,4,false,es,import_05
cust_0220,2025-02-14,Basic,17.55,2026-05-09,7,4,true,en,import_05
cust_0221,2025-06-13,Basic,19.25,2026-07-03,17,2,false,de,import_03
cust_0222,2023-01-25,Standard,52.27,2026-06-09,15,5,false,nl,import_08
cust_0223,2026-02-04,Basic,-9.99,2026-06-16,18,4,false,de,import_01
cust_0224,2025-03-22,Standard,50.18,2026-05-07,6,2,true,es,import_03
cust_0225,2025-06-07,Professional,95.96,2026-07-28,26,0,false,fr,import_02
cust_0226,2026-01-31,Professional,87.23,2026-06-14,13,4,false,es,import_01
cust_0227,2024-08-23,Professional,99.90,2026-06-16,16,2,false,nl,import_01
cust_0228,2022-08-05,Enterprise,235.95,2026-06-27,16,0,false,de,import_08
cust_0229,2025-05-03,Standard,47.74,2026-08-04,23,2,false,de,import_03
cust_0230,2025-10-04,Enterprise,220.26,2026-07-22,19,3,false,pt,import_07
cust_0231,2022-12-25,Basic,16.67,2026-08-01,24,1,false,fr,import_07
cust_0232,2022-09-18,Basic,18.00,2026-05-03,0,5,true,en,import_01
cust_0233,2025-07-14,Enterprise,239.27,2026-07-30,27,0,false,nl,import_01
cust_0234,2023-12-28,Standard,54.43,2026-06-06,6,4,false,es,import_05
cust_0235,2024-03-18,Enterprise,253.09,2026-08-01,22,2,false,nl,import_03
cust_0236,2025-01-04,Standard,53.64,2026-07-26,25,3,false,es,import_06
cust_0237,2023-03-02,Professional,98.31,2026-07-18,17,1,false,pt,import_06
cust_0238,2024-01-29,Professional,109.22,2026-07-29,28,1,false,fr,import_07
cust_0239,2023-09-05,Enterprise,237.29,2026-06-14,13,1,false,pt,import_05
cust_0240,2025-03-14,Professional,110.17,2026-06-12,13,1,true,fr,import_08
cust_0017,2023-05-28,Professional,109.75,2026-08-05,26,3,false,nl,import_08
cust_0075,2026-06-19,Standard,53.90,2026-07-26,24,0,false,de,import_01
cust_0184,2023-02-26,Standard,43.48,2026-07-26,23,1,false,nl,import_02
